label|duration|id|label_raw|is_last_word|is_pause_after|pause_duration|set
почему|0.43999999999999995|000013_RUSLAN|почему|0|0|0.0|train
же|0.14|000013_RUSLAN|же|0|0|0.0|train
я|0.17000000000000004|000013_RUSLAN|я|0|0|0.0|train
ощущаю|0.5800000000000001|000013_RUSLAN|ощущаю|0|0|0.0|train
себя|0.3599999999999999|000013_RUSLAN|себя|0|0|0.0|train
на|0.11999999999999988|000013_RUSLAN|на|0|0|0.0|train
грани|0.3200000000000003|000013_RUSLAN|грани|0|0|0.0|train
физической|0.6199999999999997|000013_RUSLAN|физической|0|0|0.0|train
катастрофы|0.73|000013_RUSLAN|катастрофы?|1|1|0.030023000000000355|train
откуда|0.47|000014_RUSLAN|Откуда|0|0|0.0|train
у|0.10999999999999999|000014_RUSLAN|у|0|0|0.0|train
меня|0.32000000000000006|000014_RUSLAN|меня|0|0|0.0|train
чувство|0.4|000014_RUSLAN|чувство|0|0|0.0|train
безнадёжной|0.7299999999999998|000014_RUSLAN|безнадёжной|0|0|0.0|train
жизненной|0.5500000000000003|000014_RUSLAN|жизненной|0|0|0.0|train
непригодности|0.6499999999999999|000014_RUSLAN|непригодности?|1|1|0.16138299999999983|train
в|0.06|000015_RUSLAN|В|0|0|0.0|test
чем|0.33|000015_RUSLAN|чем|0|0|0.0|test
причина|0.45999999999999996|000015_RUSLAN|причина|0|0|0.0|test
моей|0.4|000015_RUSLAN|моей|0|0|0.0|test
тоски|0.458299|000015_RUSLAN|тоски?|1|0|0.0|test
я|0.24|000016_RUSLAN|Я|0|0|0.0|train
хочу|0.6|000016_RUSLAN|хочу|0|1|0.030000000000000027|train
в|0.10999999999999999|000016_RUSLAN|в|0|0|0.0|train
этом|0.28|000016_RUSLAN|этом|0|0|0.0|train
разобраться|0.6100000000000001|000016_RUSLAN|разобраться.|1|1|0.028230999999999895|train
постоянно|0.7|000017_RUSLAN|Постоянно|0|0|0.0|train
думаю|0.45999999999999996|000017_RUSLAN|думаю|0|0|0.0|train
об|0.16000000000000014|000017_RUSLAN|об|0|0|0.0|train
этом|0.2667569999999999|000017_RUSLAN|этом.|1|0|0.0|train
мечтаю|0.54|000018_RUSLAN|Мечтаю|0|1|0.18999999999999995|train
и|0.08999999999999997|000018_RUSLAN|и|0|0|0.0|train
надеюсь|0.63|000018_RUSLAN|надеюсь|0|0|0.0|train
вызвать|0.51|000018_RUSLAN|вызвать|0|1|0.030000000000000027|train
признак|0.44000000000000017|000018_RUSLAN|признак|0|1|0.13999999999999968|train
счастья|0.5553510000000004|000018_RUSLAN|счастья.|1|0|0.0|train
мне|0.17|000019_RUSLAN|Мне|0|0|0.0|train
жаль|0.26|000019_RUSLAN|жаль,|0|0|0.0|train
что|0.18|000019_RUSLAN|что|0|0|0.0|train
прозвучало|0.61|000019_RUSLAN|прозвучало|0|0|0.0|train
это|0.28|000019_RUSLAN|это|0|0|0.0|train
слово|0.3701589999999999|000019_RUSLAN|слово.|1|0|0.0|train
ведь|0.17|000020_RUSLAN|Ведь|0|0|0.0|test
представления|0.85|000020_RUSLAN|представления,|0|1|0.040000000000000036|test
которые|0.42999999999999994|000020_RUSLAN|которые|0|0|0.0|test
оно|0.22999999999999998|000020_RUSLAN|оно|0|0|0.0|test
рождает|0.5700000000000001|000020_RUSLAN|рождает,|0|1|0.18999999999999995|test
безграничны|0.7999999999999998|000020_RUSLAN|безграничны|0|0|0.0|test
до|0.13000000000000034|000020_RUSLAN|до|0|0|0.0|test
нуля|0.31000000000000005|000020_RUSLAN|нуля.|1|1|0.02970499999999987|test
я|0.14|000021_RUSLAN|Я|0|0|0.0|train
знал|0.20999999999999996|000021_RUSLAN|знал|0|0|0.0|train
человека|0.67|000021_RUSLAN|человека,|0|1|0.07000000000000006|train
всерьёз|0.5|000021_RUSLAN|всерьёз|0|0|0.0|train
утверждавшего|0.8099999999999998|000021_RUSLAN|утверждавшего,|0|1|0.2200000000000002|train
что|0.25|000021_RUSLAN|что|0|0|0.0|train
он|0.13999999999999968|000021_RUSLAN|он|0|0|0.0|train
будет|0.38000000000000034|000021_RUSLAN|будет|0|0|0.0|train
абсолютно|0.5899999999999999|000021_RUSLAN|абсолютно|0|0|0.0|train
счастлив|0.6499999999999999|000021_RUSLAN|счастлив,|0|1|0.04999999999999982|train
если|0.9100000000000001|000021_RUSLAN|если|0|0|0.0|train
жилконтора|0.2400000000000002|000021_RUSLAN|жилконтора|0|1|0.16000000000000014|train
заменит|0.6099999999999994|000021_RUSLAN|заменит|0|0|0.0|train
ему|0.3600000000000003|000021_RUSLAN|ему|0|1|0.1900000000000004|train
фановую|0.40999999999999925|000021_RUSLAN|фановую|0|0|0.0|train
трубу|0.39000000000000057|000021_RUSLAN|трубу.|1|1|0.026961000000000013|train
суетное|0.68|000022_RUSLAN|Суетное|0|0|0.0|train
чувство|0.62|000022_RUSLAN|чувство|0|1|0.030000000000000027|train
тревожит|0.52|000022_RUSLAN|тревожит|0|0|0.0|train
меня|0.3257819999999998|000022_RUSLAN|меня.|1|0|0.0|train
ага|0.56|000023_RUSLAN|Ага,|0|1|0.039999999999999925|train
подумают|0.7700000000000001|000023_RUSLAN|подумают,|0|1|0.24|train
возомнил|0.47|000023_RUSLAN|возомнил|0|0|0.0|train
себя|0.25|000023_RUSLAN|себя|0|0|0.0|train
непризнанным|0.6999999999999997|000023_RUSLAN|непризнанным|0|0|0.0|train
гением|0.40000000000000036|000023_RUSLAN|гением!|1|1|0.030951999999999646|train
в|0.08|000024_RUSLAN|В|0|0|0.0|train
этом|0.26|000024_RUSLAN|этом-|0|0|0.0|train
то|0.12|000024_RUSLAN|то|0|0|0.0|train
и|0.10000000000000003|000024_RUSLAN|и|0|0|0.0|train
дело|0.47|000024_RUSLAN|дело,|0|1|0.1399999999999999|train
что|0.31000000000000005|000024_RUSLAN|что|0|0|0.0|train
нет|0.26|000024_RUSLAN|нет!|1|1|0.03224500000000008|train
я|0.15|000025_RUSLAN|Я|0|0|0.0|test
выслушал|0.51|000025_RUSLAN|выслушал|0|0|0.0|test
сотни|0.45000000000000007|000025_RUSLAN|сотни,|0|0|0.0|test
тысячи|0.5499999999999998|000025_RUSLAN|тысячи|0|1|0.08000000000000007|test
откликов|0.5700000000000001|000025_RUSLAN|откликов|0|0|0.0|test
на|0.06000000000000005|000025_RUSLAN|на|0|0|0.0|test
мои|0.2599999999999998|000025_RUSLAN|мои|0|0|0.0|test
рассказы|0.52|000025_RUSLAN|рассказы.|1|1|0.03145100000000012|test
и|0.06|000026_RUSLAN|И|0|0|0.0|train
никогда|0.77|000026_RUSLAN|никогда,|0|1|0.050000000000000044|train
ни|0.2400000000000001|000026_RUSLAN|ни|0|0|0.0|train
в|0.05999999999999983|000026_RUSLAN|в|0|0|0.0|train
единой|0.53|000026_RUSLAN|единой,|0|1|0.25|train
самой|0.54|000026_RUSLAN|самой|0|0|0.0|train
убогой|0.56|000026_RUSLAN|убогой,|0|1|0.029999999999999805|train
самой|0.3900000000000001|000026_RUSLAN|самой|0|0|0.0|train
фантастической|0.8500000000000001|000026_RUSLAN|фантастической|0|0|0.0|train
петербургской|0.8899999999999997|000026_RUSLAN|петербургской|0|0|0.0|train
компании|0.75|000026_RUSLAN|компании|0|1|0.04999999999999982|train
меня|0.4400000000000004|000026_RUSLAN|меня|0|1|0.04999999999999982|train
не|0.15000000000000036|000026_RUSLAN|не|0|0|0.0|train
объявляли|0.6699999999999999|000026_RUSLAN|объявляли|0|1|0.05999999999999961|train
гением|0.5724040000000006|000026_RUSLAN|гением.|1|0|0.0|train
даже|0.31|000027_RUSLAN|Даже|0|0|0.0|train
когда|0.38999999999999996|000027_RUSLAN|когда|0|0|0.0|train
объявляли|0.5900000000000001|000027_RUSLAN|объявляли|0|0|0.0|train
таковыми|0.7199999999999998|000027_RUSLAN|таковыми|0|1|0.08000000000000007|train
горецкого|0.6699999999999999|000027_RUSLAN|Горецкого|0|1|0.07000000000000028|train
и|0.21999999999999975|000027_RUSLAN|и|0|1|0.18000000000000016|train
харитоненко|0.5100000000000002|000027_RUSLAN|Харитоненко.|1|1|0.13510199999999983|train
горецкий|0.6|000028_RUSLAN|Горецкий|0|1|0.10999999999999999|train
автор|0.3600000000000001|000028_RUSLAN|автор|0|0|0.0|train
романа|0.51|000028_RUSLAN|романа,|0|1|0.3999999999999999|train
представляющего|0.08999999999999986|000028_RUSLAN|представляющего|0|0|0.0|train
собой|0.30000000000000027|000028_RUSLAN|собой|0|0|0.0|train
девять|1.42|000028_RUSLAN|девять|0|0|0.0|train
листов|0.7800000000000002|000028_RUSLAN|листов|0|0|0.0|train
засвеченной|0.3700000000000001|000028_RUSLAN|засвеченной|0|0|0.0|train
фотобумаги|0.8044439999999993|000028_RUSLAN|фотобумаги.|1|0|0.0|train
главное|0.54|000029_RUSLAN|Главное|0|0|0.0|train
же|0.25|000029_RUSLAN|же|0|1|0.24|train
действующее|0.8|000029_RUSLAN|действующее|0|0|0.0|train
лицо|0.54|000029_RUSLAN|лицо|0|1|0.04999999999999982|train
наиболее|0.6099999999999999|000029_RUSLAN|наиболее|0|0|0.0|train
зрелого|0.5700000000000003|000029_RUSLAN|зрелого|0|0|0.0|train
романа|0.5100000000000002|000029_RUSLAN|романа|0|1|0.10999999999999943|train
харитоненко|0.5|000029_RUSLAN|Харитоненко|0|1|0.40000000000000036|train
презерватив|0.7100679999999997|000029_RUSLAN|презерватив.|1|0|0.0|train
тринадцать|0.62|000030_RUSLAN|Тринадцать|0|0|0.0|test
лет|0.28|000030_RUSLAN|лет|0|0|0.0|test
назад|0.4899999999999999|000030_RUSLAN|назад|0|1|0.1200000000000001|test
я|0.1499999999999999|000030_RUSLAN|я|0|0|0.0|test
взялся|0.4099999999999999|000030_RUSLAN|взялся|0|0|0.0|test
за|0.14000000000000012|000030_RUSLAN|за|0|0|0.0|test
перо|0.28000000000000025|000030_RUSLAN|перо.|1|1|0.02986399999999989|test
написал|0.54|000031_RUSLAN|Написал|0|0|0.0|train
роман|0.51|000031_RUSLAN|роман,|0|1|0.24|train
семь|0.3699999999999999|000031_RUSLAN|семь|0|0|0.0|train
повестей|0.8200000000000001|000031_RUSLAN|повестей|0|1|0.2200000000000002|train
и|0.11999999999999966|000031_RUSLAN|и|0|0|0.0|train
четыреста|0.6600000000000001|000031_RUSLAN|четыреста|0|0|0.0|train
коротких|0.6700000000000004|000031_RUSLAN|коротких|0|0|0.0|train
вещей|0.44351499999999966|000031_RUSLAN|вещей.|1|0|0.0|train
на|0.19|000032_RUSLAN|На|0|0|0.0|train
ощупь|0.32|000032_RUSLAN|ощупь|0|1|0.26|train
побольше|0.45999999999999996|000032_RUSLAN|побольше,|0|0|0.0|train
чем|0.20999999999999996|000032_RUSLAN|чем|0|0|0.0|train
гоголь|0.3138320000000001|000032_RUSLAN|Гоголь!|1|0|0.0|train
я|0.16|000033_RUSLAN|Я|0|0|0.0|train
убеждён|0.6|000033_RUSLAN|убеждён,|0|1|0.3899999999999999|train
что|0.2100000000000002|000033_RUSLAN|что|0|0|0.0|train
мы|0.16999999999999993|000033_RUSLAN|мы|0|0|0.0|train
с|0.1299999999999999|000033_RUSLAN|с|0|0|0.0|train
гоголем|0.5400000000000003|000033_RUSLAN|Гоголем|0|1|0.08999999999999986|train
обладаем|0.5800000000000001|000033_RUSLAN|обладаем|0|0|0.0|train
равными|0.5800000000000001|000033_RUSLAN|равными|0|1|0.09999999999999964|train
авторскими|0.6400000000000006|000033_RUSLAN|авторскими|0|1|0.0699999999999994|train
правами|0.3359180000000004|000033_RUSLAN|правами.|1|0|0.0|train
обязанности|0.84|000034_RUSLAN|Обязанности|0|1|0.030000000000000027|train
разные|0.5577550000000001|000034_RUSLAN|разные.|1|0|0.0|train
как|0.19|000035_RUSLAN|Как|0|0|0.0|test
минимум|0.6100000000000001|000035_RUSLAN|минимум,|0|1|0.12|test
одним|0.57|000035_RUSLAN|одним|0|1|0.030000000000000027|test
неотъемлемым|0.94|000035_RUSLAN|неотъемлемым|0|1|0.1200000000000001|test
правом|0.3767800000000001|000035_RUSLAN|правом.|1|0|0.0|test
правом|0.53|000036_RUSLAN|Правом|0|1|0.07999999999999996|train
обнародовать|0.7899999999999999|000036_RUSLAN|обнародовать|0|1|0.050000000000000044|train
написанное|0.640385|000036_RUSLAN|написанное.|1|0|0.0|train
то|0.11|000037_RUSLAN|То|0|0|0.0|train
есть|0.45000000000000007|000037_RUSLAN|есть|0|0|0.0|train
правом|0.51|000037_RUSLAN|правом|0|0|0.0|train
бессмертия|0.8399999999999999|000037_RUSLAN|бессмертия|0|1|0.19999999999999996|train
или|0.45999999999999996|000037_RUSLAN|или|0|1|0.03000000000000025|train
неудачи|0.543447|000037_RUSLAN|неудачи.|1|0|0.0|train
я|0.13|000039_RUSLAN|Я|0|0|0.0|train
должен|0.53|000039_RUSLAN|должен|0|1|0.029999999999999916|train
это|0.26|000039_RUSLAN|это|0|0|0.0|train
понять|0.44999999999999996|000039_RUSLAN|понять.|1|1|0.029841000000000006|train
не|0.16|000040_RUSLAN|Не|0|0|0.0|test
буду|0.31999999999999995|000040_RUSLAN|буду|0|0|0.0|test
утруждать|0.74|000040_RUSLAN|утруждать|0|1|0.030000000000000027|test
себя|0.56|000040_RUSLAN|себя|0|1|0.030000000000000027|test
композицией|0.8370979999999999|000040_RUSLAN|композицией.|1|0|0.0|test
сумбурно|0.57|000041_RUSLAN|Сумбурно,|0|1|0.32000000000000006|train
длинно|0.7|000041_RUSLAN|длинно|0|1|0.030000000000000027|train
и|0.08000000000000007|000041_RUSLAN|и|0|0|0.0|train
невнятно|0.73|000041_RUSLAN|невнятно|0|1|0.08999999999999986|train
попытаюсь|0.6699999999999999|000041_RUSLAN|попытаюсь|0|1|0.03000000000000025|train
изложить|0.6899999999999995|000041_RUSLAN|изложить|0|0|0.0|train
свою|0.29000000000000004|000041_RUSLAN|свою|0|0|0.0|train
творческую|0.7200000000000006|000041_RUSLAN|творческую|0|1|0.02999999999999936|train
биографию|0.7259860000000007|000041_RUSLAN|биографию.|1|0|0.0|train
это|0.23|000042_RUSLAN|Это|0|0|0.0|train
будут|0.42000000000000004|000042_RUSLAN|будут|0|0|0.0|train
приключения|0.82|000042_RUSLAN|приключения|0|1|0.030000000000000027|train
моих|0.48|000042_RUSLAN|моих|0|1|0.029999999999999805|train
рукописей|0.679478|000042_RUSLAN|рукописей.|1|0|0.0|train
портреты|0.68|000043_RUSLAN|Портреты|0|1|0.029999999999999916|train
знакомых|0.684104|000043_RUSLAN|знакомых.|1|0|0.0|train
как|0.18|000044_RUSLAN|Как|0|0|0.0|train
же|0.13|000044_RUSLAN|же|0|0|0.0|train
назвать|0.55|000044_RUSLAN|назвать|0|1|0.030000000000000027|train
мне|0.2300000000000001|000044_RUSLAN|мне|0|0|0.0|train
все|0.22999999999999998|000044_RUSLAN|все|0|0|0.0|train
это|0.2999999999999998|000044_RUSLAN|это|0|0|0.0|train
досье|0.45743800000000023|000044_RUSLAN|Досье?|1|0|0.0|train
записки|0.72|000045_RUSLAN|Записки|0|1|0.030000000000000027|test
одного|0.53|000045_RUSLAN|одного|0|1|0.030000000000000027|test
литератора|0.6499999999999999|000045_RUSLAN|литератора?|1|1|0.0255780000000001|test
сочинение|0.78|000046_RUSLAN|Сочинение|0|0|0.0|train
на|0.17999999999999994|000046_RUSLAN|на|0|0|0.0|train
вольную|0.40000000000000013|000046_RUSLAN|вольную|0|0|0.0|train
тему|0.41999999999999993|000046_RUSLAN|тему?|1|1|0.026076999999999906|train
разве|0.54|000047_RUSLAN|Разве|0|1|0.029999999999999916|train
это|0.3500000000000001|000047_RUSLAN|это|0|1|0.029999999999999916|train
важно|0.41000000000000014|000047_RUSLAN|важно?|1|1|0.028389999999999915|train
книга|0.38|000048_RUSLAN|Книга-|0|0|0.0|train
то|0.21999999999999997|000048_RUSLAN|то|0|1|0.21000000000000008|train
невидимая|0.70102|000048_RUSLAN|невидимая.|1|0|0.0|train
за|0.23|000049_RUSLAN|За|0|0|0.0|train
окном|0.48|000049_RUSLAN|окном|0|1|0.030000000000000027|train
ленинградские|0.8300000000000001|000049_RUSLAN|ленинградские|0|0|0.0|train
крыши|0.55|000049_RUSLAN|крыши,|0|1|0.3700000000000001|train
антенны|0.8599999999999999|000049_RUSLAN|антенны,|0|1|0.16999999999999993|train
бледное|0.7600000000000002|000049_RUSLAN|бледное|0|1|0.02999999999999936|train
небо|0.34000000000000075|000049_RUSLAN|небо.|1|1|0.03122399999999992|train
катя|0.47|000050_RUSLAN|Катя|0|1|0.040000000000000036|test
готовит|0.47|000050_RUSLAN|готовит|0|0|0.0|test
уроки|0.47|000050_RUSLAN|уроки,|0|1|0.20999999999999996|test
фокстерьер|0.7300000000000002|000050_RUSLAN|фокстерьер|0|0|0.0|test
глафира|0.7199999999999998|000050_RUSLAN|Глафира,|0|1|0.22999999999999998|test
похожая|0.5100000000000002|000050_RUSLAN|похожая|0|0|0.0|test
на|0.1299999999999999|000050_RUSLAN|на|0|0|0.0|test
берёзовую|0.6800000000000002|000050_RUSLAN|берёзовую|0|0|0.0|test
чурочку|0.47999999999999954|000050_RUSLAN|чурочку,|0|1|0.07000000000000028|test
сидит|0.5300000000000002|000050_RUSLAN|сидит|0|1|0.04999999999999982|test
у|0.11000000000000032|000050_RUSLAN|у|0|0|0.0|test
её|0.34999999999999964|000050_RUSLAN|её|0|0|0.0|test
ног|0.5499999999999998|000050_RUSLAN|ног|0|1|0.040000000000000036|test
и|0.07000000000000028|000050_RUSLAN|и|0|0|0.0|test
думает|0.5300000000000002|000050_RUSLAN|думает|0|1|0.08999999999999986|test
обо|0.20999999999999996|000050_RUSLAN|обо|0|0|0.0|test
мне|0.23714299999999966|000050_RUSLAN|мне.|1|0|0.0|test
а|0.25|000051_RUSLAN|А|0|1|0.030000000000000027|train
передо|0.28|000051_RUSLAN|передо|0|0|0.0|train
мной|0.4099999999999999|000051_RUSLAN|мной|0|1|0.16999999999999993|train
лист|0.5|000051_RUSLAN|лист|0|1|0.040000000000000036|train
бумаги|0.53|000051_RUSLAN|бумаги.|1|1|0.028503000000000167|train
и|0.08|000052_RUSLAN|И|0|0|0.0|train
я|0.44|000052_RUSLAN|я|0|1|0.12|train
пересекаю|0.7300000000000001|000052_RUSLAN|пересекаю|0|1|0.029999999999999805|train
эту|0.24|000052_RUSLAN|эту|0|0|0.0|train
белую|0.5800000000000003|000052_RUSLAN|белую|0|1|0.16999999999999993|train
заснеженную|0.77|000052_RUSLAN|заснеженную|0|1|0.06999999999999984|train
равнину|0.6600000000000001|000052_RUSLAN|равнину|0|1|0.1599999999999997|train
один|0.2940360000000002|000052_RUSLAN|один.|1|0|0.0|train
лист|0.35|000053_RUSLAN|Лист|0|0|0.0|train
бумаги|0.6|000053_RUSLAN|бумаги|0|1|0.13000000000000012|train
счастье|0.71|000053_RUSLAN|счастье|0|1|0.09999999999999987|train
и|0.08000000000000007|000053_RUSLAN|и|0|0|0.0|train
проклятие|0.7264169999999999|000053_RUSLAN|проклятие!|1|0|0.0|train
лист|0.4|000054_RUSLAN|Лист|0|0|0.0|train
бумаги|0.6|000054_RUSLAN|бумаги|0|1|0.1399999999999999|train
наказание|0.7000000000000002|000054_RUSLAN|наказание|0|0|0.0|train
моё|0.3765989999999999|000054_RUSLAN|моё.|1|0|0.0|train
предисловие|0.86|000055_RUSLAN|Предисловие,|0|1|0.09999999999999998|test
однако|0.6699999999999999|000055_RUSLAN|однако,|0|1|0.15000000000000013|test
затянулось|0.7800909999999999|000055_RUSLAN|затянулось.|1|0|0.0|test
начнём|0.65|000056_RUSLAN|Начнём|0|1|0.030000000000000027|train
хотя|0.39|000056_RUSLAN|хотя|0|0|0.0|train
бы|0.27|000056_RUSLAN|бы|0|1|0.07999999999999985|train
с|0.18000000000000016|000056_RUSLAN|с|0|0|0.0|train
этого|0.2899999999999998|000056_RUSLAN|этого.|1|1|0.027098000000000066|train
до|0.06|000058_RUSLAN|До|0|0|0.0|train
революции|0.8300000000000001|000058_RUSLAN|революции|0|1|0.2300000000000001|train
агния|0.22999999999999998|000058_RUSLAN|Агния|0|0|0.0|train
францевна|0.4099999999999999|000058_RUSLAN|Францевна|0|0|0.0|train
мау|0.7899999999999998|000058_RUSLAN|Мау|0|1|0.27|train
была|0.5|000058_RUSLAN|была|0|1|0.040000000000000036|train
придворным|0.7100000000000004|000058_RUSLAN|придворным|0|1|0.04999999999999982|train
венерологом|0.7688439999999996|000058_RUSLAN|венерологом.|1|0|0.0|train
прошло|0.58|000059_RUSLAN|Прошло|0|1|0.06000000000000005|train
шестьдесят|0.87|000059_RUSLAN|шестьдесят|0|1|0.25|train
лет|0.30999999999999983|000059_RUSLAN|лет.|1|1|0.033719000000000054|train
навсегда|0.8|000060_RUSLAN|Навсегда|0|0|0.0|test
сохранила|0.8200000000000001|000060_RUSLAN|сохранила|0|1|0.08999999999999986|test
агния|0.45999999999999996|000060_RUSLAN|Агния|0|0|0.0|test
францевна|0.2200000000000002|000060_RUSLAN|Францевна|0|1|0.33000000000000007|test
горделивый|0.8299999999999996|000060_RUSLAN|горделивый|0|1|0.06000000000000005|test
дворцовый|0.7100000000000004|000060_RUSLAN|дворцовый|0|1|0.09999999999999964|test
апломб|0.6500000000000004|000060_RUSLAN|апломб|0|1|0.27999999999999936|test
и|0.10000000000000053|000060_RUSLAN|и|0|0|0.0|test
прямоту|0.7199999999999998|000060_RUSLAN|прямоту|0|1|0.07000000000000028|test
клинициста|0.2400000000000002|000060_RUSLAN|клинициста.|1|1|0.4429929999999995|test
это|0.25|000061_RUSLAN|Это|0|0|0.0|train
мау|0.48|000061_RUSLAN|Мау|0|0|0.0|train
сказала|0.5800000000000001|000061_RUSLAN|сказала|0|0|0.0|train
нашему|0.55|000061_RUSLAN|нашему|0|1|0.08999999999999986|train
квартуполномоченному|0.21999999999999997|000061_RUSLAN|квартуполномоченному|0|0|0.0|train
